,date_time,id,number
361,2017-01-01 00:16:24,960111FF01FF10DB,24.92
1492,2017-01-01 01:16:38,960111FF01FF10DB,23.959999
2526,2017-01-01 02:16:48,960111FF01FF10DB,22.639999
3687,2017-01-01 03:17:19,960111FF01FF10DB,23.040001
4805,2017-01-01 04:17:30,960111FF01FF10DB,22.280001000000002
5936,2017-01-01 05:17:40,960111FF01FF10DB,23.120001000000002
7122,2017-01-01 06:17:52,960111FF01FF10DB,20.76
8306,2017-01-01 07:18:07,960111FF01FF10DB,19.0
9472,2017-01-01 08:18:13,960111FF01FF10DB,37.759997999999996
10775,2017-01-01 09:18:23,960111FF01FF10DB,52.119999
12030,2017-01-01 10:18:36,960111FF01FF10DB,54.52
13344,2017-01-01 11:18:41,960111FF01FF10DB,55.240002000000004
14641,2017-01-01 12:18:45,960111FF01FF10DB,54.360001000000004
15879,2017-01-01 13:18:51,960111FF01FF10DB,54.52
17196,2017-01-01 14:19:19,960111FF01FF10DB,55.240002000000004
18409,2017-01-01 15:19:37,960111FF01FF10DB,57.48
19594,2017-01-01 16:19:46,960111FF01FF10DB,55.200001
20713,2017-01-01 17:19:48,960111FF01FF10DB,56.279999
21866,2017-01-01 18:20:17,960111FF01FF10DB,65.599998
23007,2017-01-01 19:20:44,960111FF01FF10DB,58.360001000000004
24016,2017-01-01 20:21:09,960111FF01FF10DB,58.32
25137,2017-01-01 21:21:09,960111FF01FF10DB,48.639998999999996
26187,2017-01-01 22:21:22,960111FF01FF10DB,33.200001
27248,2017-01-01 23:21:33,960111FF01FF10DB,29.440001000000002
28286,2017-01-02 00:22:00,960111FF01FF10DB,25.200001
29268,2017-01-02 01:22:26,960111FF01FF10DB,23.08
30291,2017-01-02 02:22:37,960111FF01FF10DB,23.879998999999998
31318,2017-01-02 03:22:52,960111FF01FF10DB,22.16
32334,2017-01-02 04:23:19,960111FF01FF10DB,23.0
33314,2017-01-02 05:23:29,960111FF01FF10DB,22.76
34236,2017-01-02 06:23:59,960111FF01FF10DB,21.639999
35249,2017-01-02 07:24:00,960111FF01FF10DB,18.52
36236,2017-01-02 08:24:11,960111FF01FF10DB,39.720001
37341,2017-01-02 09:24:34,960111FF01FF10DB,50.040001000000004
38352,2017-01-02 10:25:00,960111FF01FF10DB,55.48
39469,2017-01-02 11:25:26,960111FF01FF10DB,54.400002
40603,2017-01-02 12:25:47,960111FF01FF10DB,51.880001
41831,2017-01-02 13:25:57,960111FF01FF10DB,53.439999
42916,2017-01-02 14:26:04,960111FF01FF10DB,54.84
43811,2017-01-02 15:26:28,960111FF01FF10DB,53.279999
44671,2017-01-02 16:26:29,960111FF01FF10DB,56.32
45654,2017-01-02 17:26:49,960111FF01FF10DB,55.0
46608,2017-01-02 18:27:03,960111FF01FF10DB,60.200001
47539,2017-01-02 19:27:08,960111FF01FF10DB,61.080002
48442,2017-01-02 20:27:28,960111FF01FF10DB,51.599998
49456,2017-01-02 21:27:31,960111FF01FF10DB,30.52
50477,2017-01-02 22:27:43,960111FF01FF10DB,26.24
51374,2017-01-02 23:27:52,960111FF01FF10DB,26.280001000000002
52246,2017-01-03 00:28:12,960111FF01FF10DB,25.719998999999998
53159,2017-01-03 01:28:14,960111FF01FF10DB,23.0
54047,2017-01-03 02:28:17,960111FF01FF10DB,22.639999
54826,2017-01-03 03:28:26,960111FF01FF10DB,22.360001
55665,2017-01-03 04:28:29,960111FF01FF10DB,22.08
56539,2017-01-03 05:28:39,960111FF01FF10DB,23.040001
57419,2017-01-03 06:28:40,960111FF01FF10DB,28.48
58320,2017-01-03 07:29:03,960111FF01FF10DB,26.08
59291,2017-01-03 08:29:18,960111FF01FF10DB,51.720001
60380,2017-01-03 09:29:28,960111FF01FF10DB,63.439999
61439,2017-01-03 10:29:31,960111FF01FF10DB,63.84
62631,2017-01-03 11:29:41,960111FF01FF10DB,61.240002000000004
63578,2017-01-03 12:29:55,960111FF01FF10DB,58.720001
64550,2017-01-03 13:30:19,960111FF01FF10DB,61.080002
65604,2017-01-03 14:30:20,960111FF01FF10DB,67.720001
66666,2017-01-03 15:30:23,960111FF01FF10DB,63.48
67792,2017-01-03 16:30:29,960111FF01FF10DB,64.400002
68822,2017-01-03 17:30:40,960111FF01FF10DB,60.799999
69775,2017-01-03 18:30:42,960111FF01FF10DB,65.720001
71014,2017-01-03 19:30:57,960111FF01FF10DB,65.440002
72221,2017-01-03 20:31:09,960111FF01FF10DB,60.560001
73798,2017-01-03 21:31:19,960111FF01FF10DB,37.52
74949,2017-01-03 22:31:34,960111FF01FF10DB,29.879998999999998
76129,2017-01-03 23:31:43,960111FF01FF10DB,30.52
77170,2017-01-04 00:31:54,960111FF01FF10DB,28.559998999999998
78173,2017-01-04 01:32:04,960111FF01FF10DB,26.440001000000002
79174,2017-01-04 02:32:43,960111FF01FF10DB,26.52
80151,2017-01-04 03:32:43,960111FF01FF10DB,27.120001000000002
81124,2017-01-04 04:32:55,960111FF01FF10DB,25.120001000000002
82028,2017-01-04 05:32:56,960111FF01FF10DB,24.84
83026,2017-01-04 06:33:08,960111FF01FF10DB,27.4
84002,2017-01-04 07:33:14,960111FF01FF10DB,23.16
85144,2017-01-04 08:33:23,960111FF01FF10DB,59.759997999999996
86227,2017-01-04 09:33:36,960111FF01FF10DB,62.360001000000004
87339,2017-01-04 10:34:03,960111FF01FF10DB,68.68
88543,2017-01-04 11:34:12,960111FF01FF10DB,64.91999799999999
89614,2017-01-04 12:34:24,960111FF01FF10DB,57.639998999999996
90624,2017-01-04 13:34:33,960111FF01FF10DB,58.32
91709,2017-01-04 14:34:44,960111FF01FF10DB,62.560001
92924,2017-01-04 15:35:37,960111FF01FF10DB,60.52
94230,2017-01-04 16:37:06,960111FF01FF10DB,65.879997
95374,2017-01-04 17:38:18,960111FF01FF10DB,64.839996
96562,2017-01-04 18:38:45,960111FF01FF10DB,65.040001
97711,2017-01-04 19:38:48,960111FF01FF10DB,61.959998999999996
98821,2017-01-04 20:38:56,960111FF01FF10DB,58.16
99915,2017-01-04 21:38:59,960111FF01FF10DB,28.16
101060,2017-01-04 22:39:01,960111FF01FF10DB,29.360001
102135,2017-01-04 23:39:01,960111FF01FF10DB,28.92
103112,2017-01-05 00:39:08,960111FF01FF10DB,26.52
104144,2017-01-05 01:39:11,960111FF01FF10DB,27.4
105123,2017-01-05 02:41:02,960111FF01FF10DB,27.16
106088,2017-01-05 03:41:08,960111FF01FF10DB,27.200001
107050,2017-01-05 04:41:32,960111FF01FF10DB,27.280001000000002
108022,2017-01-05 05:41:55,960111FF01FF10DB,25.120001000000002
108987,2017-01-05 06:42:00,960111FF01FF10DB,29.48
110102,2017-01-05 07:42:10,960111FF01FF10DB,29.0
111241,2017-01-05 08:42:13,960111FF01FF10DB,58.759997999999996
112313,2017-01-05 09:42:24,960111FF01FF10DB,63.400002
113380,2017-01-05 10:42:38,960111FF01FF10DB,65.879997
114565,2017-01-05 11:42:45,960111FF01FF10DB,62.720001
115584,2017-01-05 12:42:49,960111FF01FF10DB,58.240002000000004
116688,2017-01-05 13:45:44,960111FF01FF10DB,62.040001000000004
117741,2017-01-05 14:45:54,960111FF01FF10DB,63.439999
118834,2017-01-05 15:45:56,960111FF01FF10DB,60.040001000000004
119930,2017-01-05 16:46:04,960111FF01FF10DB,58.200001
121011,2017-01-05 17:46:18,960111FF01FF10DB,62.119999
122028,2017-01-05 18:46:41,960111FF01FF10DB,60.799999
123109,2017-01-05 19:46:47,960111FF01FF10DB,59.68
124164,2017-01-05 20:46:53,960111FF01FF10DB,52.880001
125213,2017-01-05 21:47:04,960111FF01FF10DB,26.360001
126203,2017-01-05 22:47:08,960111FF01FF10DB,28.959999
127175,2017-01-05 23:47:18,960111FF01FF10DB,30.16
128093,2017-01-06 00:47:31,960111FF01FF10DB,27.639999
129060,2017-01-06 01:47:34,960111FF01FF10DB,26.959999
130001,2017-01-06 02:47:41,960111FF01FF10DB,24.32
130883,2017-01-06 03:47:59,960111FF01FF10DB,24.719998999999998
131842,2017-01-06 04:48:09,960111FF01FF10DB,24.200001
132717,2017-01-06 05:48:16,960111FF01FF10DB,22.68
133748,2017-01-06 06:48:23,960111FF01FF10DB,26.08
134752,2017-01-06 07:48:26,960111FF01FF10DB,26.84
135810,2017-01-06 08:48:37,960111FF01FF10DB,60.959998999999996
136965,2017-01-06 09:48:56,960111FF01FF10DB,58.84
138112,2017-01-06 10:49:11,960111FF01FF10DB,57.439999
139237,2017-01-06 11:49:23,960111FF01FF10DB,57.16
140267,2017-01-06 12:49:36,960111FF01FF10DB,57.52
141244,2017-01-06 13:49:41,960111FF01FF10DB,59.52
142252,2017-01-06 14:49:43,960111FF01FF10DB,63.32
143249,2017-01-06 15:50:01,960111FF01FF10DB,61.240002000000004
144225,2017-01-06 16:50:06,960111FF01FF10DB,62.119999
145276,2017-01-06 17:50:27,960111FF01FF10DB,64.279999
146304,2017-01-06 18:50:38,960111FF01FF10DB,64.639999
147310,2017-01-06 19:50:38,960111FF01FF10DB,56.959998999999996
148362,2017-01-06 20:50:43,960111FF01FF10DB,50.84
149385,2017-01-06 21:50:57,960111FF01FF10DB,28.76
150425,2017-01-06 22:50:58,960111FF01FF10DB,27.719998999999998
151416,2017-01-06 23:51:03,960111FF01FF10DB,28.16
152481,2017-01-07 00:51:13,960111FF01FF10DB,27.16
153498,2017-01-07 01:51:25,960111FF01FF10DB,25.76
154428,2017-01-07 02:51:39,960111FF01FF10DB,26.719998999999998
155360,2017-01-07 03:51:58,960111FF01FF10DB,26.6
156246,2017-01-07 04:52:01,960111FF01FF10DB,25.360001
157199,2017-01-07 05:52:15,960111FF01FF10DB,25.280001000000002
158130,2017-01-07 06:52:17,960111FF01FF10DB,24.16
159097,2017-01-07 07:52:22,960111FF01FF10DB,24.68
160123,2017-01-07 08:53:06,960111FF01FF10DB,53.279999
161110,2017-01-07 09:53:24,960111FF01FF10DB,54.880001
162099,2017-01-07 10:53:27,960111FF01FF10DB,54.040001000000004
163135,2017-01-07 11:53:36,960111FF01FF10DB,54.0
164121,2017-01-07 12:53:43,960111FF01FF10DB,53.0
165097,2017-01-07 13:53:52,960111FF01FF10DB,56.439999
166101,2017-01-07 14:54:06,960111FF01FF10DB,57.200001
167190,2017-01-07 15:54:14,960111FF01FF10DB,59.68
168331,2017-01-07 16:54:19,960111FF01FF10DB,58.0
169368,2017-01-07 17:54:27,960111FF01FF10DB,59.639998999999996
170345,2017-01-07 18:54:46,960111FF01FF10DB,59.799999
171396,2017-01-07 19:54:51,960111FF01FF10DB,57.959998999999996
172393,2017-01-07 20:54:58,960111FF01FF10DB,47.360001000000004
173430,2017-01-07 21:55:08,960111FF01FF10DB,30.799999
174452,2017-01-07 22:55:17,960111FF01FF10DB,29.559998999999998
175601,2017-01-08 00:01:37,960111FF01FF10DB,28.16
176568,2017-01-08 01:02:16,960111FF01FF10DB,26.200001
177508,2017-01-08 02:03:16,960111FF01FF10DB,25.879998999999998
178404,2017-01-08 03:03:22,960111FF01FF10DB,26.84
179278,2017-01-08 04:03:46,960111FF01FF10DB,26.32
180144,2017-01-08 05:03:54,960111FF01FF10DB,23.16
181069,2017-01-08 06:04:09,960111FF01FF10DB,22.48
181940,2017-01-08 07:04:21,960111FF01FF10DB,23.84
182885,2017-01-08 08:04:23,960111FF01FF10DB,22.360001
183935,2017-01-08 09:04:37,960111FF01FF10DB,51.16
184960,2017-01-08 10:04:40,960111FF01FF10DB,52.84
186004,2017-01-08 11:04:49,960111FF01FF10DB,53.799999
187048,2017-01-08 12:05:01,960111FF01FF10DB,53.240002000000004
188081,2017-01-08 13:05:12,960111FF01FF10DB,52.919998
189142,2017-01-08 14:05:24,960111FF01FF10DB,52.200001
190142,2017-01-08 15:05:26,960111FF01FF10DB,54.560001
191207,2017-01-08 16:05:50,960111FF01FF10DB,54.52
192279,2017-01-08 17:06:11,960111FF01FF10DB,52.639998999999996
193316,2017-01-08 18:07:05,960111FF01FF10DB,62.119999
194336,2017-01-08 19:07:26,960111FF01FF10DB,64.519997
195352,2017-01-08 20:07:30,960111FF01FF10DB,60.48
196419,2017-01-08 21:07:35,960111FF01FF10DB,50.68
197460,2017-01-08 22:07:40,960111FF01FF10DB,35.240002000000004
198534,2017-01-08 23:07:41,960111FF01FF10DB,29.120001000000002
199502,2017-01-09 00:07:44,960111FF01FF10DB,27.559998999999998
200536,2017-01-09 01:07:50,960111FF01FF10DB,23.08
201500,2017-01-09 02:07:52,960111FF01FF10DB,25.16
202500,2017-01-09 03:08:15,960111FF01FF10DB,22.280001000000002
203381,2017-01-09 04:08:24,960111FF01FF10DB,23.48
204310,2017-01-09 05:08:28,960111FF01FF10DB,21.48
205286,2017-01-09 06:08:38,960111FF01FF10DB,25.24
206353,2017-01-09 07:09:03,960111FF01FF10DB,24.08
207535,2017-01-09 08:09:16,960111FF01FF10DB,41.959998999999996
208676,2017-01-09 09:09:26,960111FF01FF10DB,58.52
209866,2017-01-09 10:09:36,960111FF01FF10DB,58.48
211145,2017-01-09 11:09:47,960111FF01FF10DB,56.880001
212269,2017-01-09 12:09:48,960111FF01FF10DB,55.880001
213285,2017-01-09 13:10:02,960111FF01FF10DB,55.799999
214203,2017-01-09 14:10:17,960111FF01FF10DB,59.919998
215283,2017-01-09 15:10:30,960111FF01FF10DB,65.400002
216405,2017-01-09 16:10:31,960111FF01FF10DB,63.32
217522,2017-01-09 17:10:46,960111FF01FF10DB,60.799999
218526,2017-01-09 18:11:10,960111FF01FF10DB,62.040001000000004
219599,2017-01-09 19:11:18,960111FF01FF10DB,59.959998999999996
220732,2017-01-09 20:11:24,960111FF01FF10DB,58.279999
221768,2017-01-09 21:11:47,960111FF01FF10DB,42.84
222778,2017-01-09 22:11:55,960111FF01FF10DB,27.559998999999998
223794,2017-01-09 23:11:56,960111FF01FF10DB,25.639999
224787,2017-01-10 00:12:03,960111FF01FF10DB,26.92
225745,2017-01-10 01:12:18,960111FF01FF10DB,22.32
226693,2017-01-10 02:12:31,960111FF01FF10DB,24.24
227685,2017-01-10 03:12:54,960111FF01FF10DB,22.040001
228603,2017-01-10 04:13:01,960111FF01FF10DB,21.16
229588,2017-01-10 05:13:03,960111FF01FF10DB,23.719998999999998
230581,2017-01-10 06:13:17,960111FF01FF10DB,23.76
231607,2017-01-10 07:13:43,960111FF01FF10DB,23.08
232634,2017-01-10 08:13:44,960111FF01FF10DB,45.279999
233773,2017-01-10 09:13:58,960111FF01FF10DB,58.560001
234935,2017-01-10 10:14:03,960111FF01FF10DB,59.959998999999996
236179,2017-01-10 11:14:05,960111FF01FF10DB,58.080002
237311,2017-01-10 12:14:14,960111FF01FF10DB,55.959998999999996
238394,2017-01-10 13:14:14,960111FF01FF10DB,56.599998
239394,2017-01-10 14:14:38,960111FF01FF10DB,57.560001
240533,2017-01-10 15:15:04,960111FF01FF10DB,58.799999
241621,2017-01-10 16:15:06,960111FF01FF10DB,61.119999
242607,2017-01-10 17:15:09,960111FF01FF10DB,57.240002000000004
243597,2017-01-10 18:15:19,960111FF01FF10DB,61.599998
244536,2017-01-10 19:15:26,960111FF01FF10DB,61.639998999999996
245438,2017-01-10 20:15:18,960111FF01FF10DB,61.48
246339,2017-01-10 21:15:24,960111FF01FF10DB,42.919998
247298,2017-01-10 22:15:31,960111FF01FF10DB,30.719998999999998
248269,2017-01-10 23:15:43,960111FF01FF10DB,31.040001
249147,2017-01-11 00:16:02,960111FF01FF10DB,29.440001000000002
250043,2017-01-11 01:16:05,960111FF01FF10DB,26.959999
250937,2017-01-11 02:16:07,960111FF01FF10DB,26.32
251804,2017-01-11 03:16:13,960111FF01FF10DB,25.68
252627,2017-01-11 04:16:21,960111FF01FF10DB,25.32
253478,2017-01-11 05:16:25,960111FF01FF10DB,24.4
254360,2017-01-11 06:16:26,960111FF01FF10DB,26.200001
255277,2017-01-11 07:16:32,960111FF01FF10DB,22.360001
256240,2017-01-11 08:16:35,960111FF01FF10DB,45.880001
257382,2017-01-11 09:16:35,960111FF01FF10DB,60.560001
258586,2017-01-11 10:16:42,960111FF01FF10DB,60.68
259979,2017-01-11 11:16:55,960111FF01FF10DB,57.200001
261232,2017-01-11 12:17:02,960111FF01FF10DB,59.080002
262390,2017-01-11 13:17:11,960111FF01FF10DB,55.68
263599,2017-01-11 14:17:17,960111FF01FF10DB,57.68
264831,2017-01-11 15:17:20,960111FF01FF10DB,60.52
266021,2017-01-11 16:17:33,960111FF01FF10DB,63.16
267273,2017-01-11 17:17:59,960111FF01FF10DB,55.560001
268311,2017-01-11 18:18:03,960111FF01FF10DB,59.759997999999996
269415,2017-01-11 19:18:12,960111FF01FF10DB,62.560001
270536,2017-01-11 20:18:21,960111FF01FF10DB,57.599998
271527,2017-01-11 21:18:53,960111FF01FF10DB,31.6
273183,2017-01-11 22:19:01,960111FF01FF10DB,31.799999
274364,2017-01-11 23:19:08,960111FF01FF10DB,30.76
275333,2017-01-12 00:19:13,960111FF01FF10DB,27.120001000000002
276420,2017-01-12 01:19:15,960111FF01FF10DB,24.959999
277570,2017-01-12 02:19:15,960111FF01FF10DB,21.68
278536,2017-01-12 03:19:25,960111FF01FF10DB,23.68
279374,2017-01-12 04:19:27,960111FF01FF10DB,21.200001
280155,2017-01-12 05:19:32,960111FF01FF10DB,22.08
280982,2017-01-12 06:19:45,960111FF01FF10DB,25.32
281861,2017-01-12 07:20:10,960111FF01FF10DB,20.48
282890,2017-01-12 08:20:19,960111FF01FF10DB,40.919998
284077,2017-01-12 09:20:31,960111FF01FF10DB,62.16
285317,2017-01-12 10:20:32,960111FF01FF10DB,53.880001
286582,2017-01-12 11:20:32,960111FF01FF10DB,53.84
287711,2017-01-12 12:20:45,960111FF01FF10DB,54.16
288777,2017-01-12 13:20:49,960111FF01FF10DB,56.400002
289978,2017-01-12 14:21:00,960111FF01FF10DB,62.560001
291285,2017-01-12 15:21:07,960111FF01FF10DB,55.0
292525,2017-01-12 16:21:13,960111FF01FF10DB,52.279999
293811,2017-01-12 17:21:17,960111FF01FF10DB,60.759997999999996
294771,2017-01-12 18:21:23,960111FF01FF10DB,53.48
295672,2017-01-12 19:21:58,960111FF01FF10DB,61.240002000000004
296563,2017-01-12 20:22:14,960111FF01FF10DB,60.48
297453,2017-01-12 21:22:14,960111FF01FF10DB,36.48
298346,2017-01-12 22:22:16,960111FF01FF10DB,41.919998
299306,2017-01-12 23:22:27,960111FF01FF10DB,27.879998999999998
300196,2017-01-13 00:22:30,960111FF01FF10DB,26.84
301138,2017-01-13 01:22:39,960111FF01FF10DB,25.52
302042,2017-01-13 02:22:44,960111FF01FF10DB,25.32
302963,2017-01-13 03:22:52,960111FF01FF10DB,24.84
303909,2017-01-13 04:23:05,960111FF01FF10DB,26.120001000000002
304835,2017-01-13 05:23:15,960111FF01FF10DB,24.6
305796,2017-01-13 06:23:23,960111FF01FF10DB,35.439999
306697,2017-01-13 07:23:26,960111FF01FF10DB,26.040001
307697,2017-01-13 08:23:30,960111FF01FF10DB,42.080002
308882,2017-01-13 09:23:31,960111FF01FF10DB,54.32
310026,2017-01-13 10:23:33,960111FF01FF10DB,52.599998
311220,2017-01-13 11:23:41,960111FF01FF10DB,56.040001000000004
312329,2017-01-13 12:23:52,960111FF01FF10DB,53.360001000000004
313408,2017-01-13 13:24:05,960111FF01FF10DB,59.119999
314470,2017-01-13 14:24:11,960111FF01FF10DB,58.639998999999996
315528,2017-01-13 15:24:18,960111FF01FF10DB,56.759997999999996
316856,2017-01-13 16:24:25,960111FF01FF10DB,55.400002
317896,2017-01-13 17:24:25,960111FF01FF10DB,52.48
318877,2017-01-13 18:24:25,960111FF01FF10DB,55.919998
319903,2017-01-13 19:24:31,960111FF01FF10DB,61.240002000000004
320907,2017-01-13 20:24:40,960111FF01FF10DB,55.48
321848,2017-01-13 21:24:50,960111FF01FF10DB,44.16
322795,2017-01-13 22:24:51,960111FF01FF10DB,26.32
323861,2017-01-13 23:25:04,960111FF01FF10DB,28.08
324901,2017-01-14 00:25:07,960111FF01FF10DB,25.040001
325883,2017-01-14 01:25:13,960111FF01FF10DB,23.799999
326870,2017-01-14 02:25:34,960111FF01FF10DB,23.68
327869,2017-01-14 03:25:40,960111FF01FF10DB,23.68
328885,2017-01-14 04:25:59,960111FF01FF10DB,22.719998999999998
329945,2017-01-14 05:26:02,960111FF01FF10DB,21.879998999999998
330923,2017-01-14 06:26:07,960111FF01FF10DB,22.4
331924,2017-01-14 07:26:18,960111FF01FF10DB,22.719998999999998
333051,2017-01-14 08:26:39,960111FF01FF10DB,50.84
334363,2017-01-14 09:26:49,960111FF01FF10DB,52.919998
335710,2017-01-14 10:26:59,960111FF01FF10DB,59.360001000000004
337044,2017-01-14 11:27:09,960111FF01FF10DB,49.959998999999996
338193,2017-01-14 12:27:33,960111FF01FF10DB,52.720001
339313,2017-01-14 13:27:40,960111FF01FF10DB,57.400002
340424,2017-01-14 14:27:42,960111FF01FF10DB,55.32
341443,2017-01-14 15:27:43,960111FF01FF10DB,54.919998
342558,2017-01-14 16:27:48,960111FF01FF10DB,54.32
343700,2017-01-14 17:27:55,960111FF01FF10DB,53.919998
344803,2017-01-14 18:27:59,960111FF01FF10DB,54.439999
345933,2017-01-14 19:28:10,960111FF01FF10DB,57.880001
346957,2017-01-14 20:28:15,960111FF01FF10DB,58.48
347999,2017-01-14 21:28:16,960111FF01FF10DB,37.799999
348994,2017-01-14 22:28:17,960111FF01FF10DB,32.0
